trace_id,feature,kind,requirement_id,requirement,spec_path,api,implementation,tests,ci_evidence,classification,notes
017-FR-008,017,FR,FR-008,"System MUST reject hierarchy changes that would create cycles, self-parenting, or references to invalid parent or child entities.",specs/017-scene-graph-ecs/spec.md:135,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-009,017,FR,FR-009,"System MUST define deterministic transform propagation and subtree operation ordering as topological order: parents before children, roots in creation order, and siblings in insertion order, independent of the internal storage layout.",specs/017-scene-graph-ecs/spec.md:136,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-010,017,FR,FR-010,System MUST provide mesh scene data that can identify renderable objects without requiring ownership of live graphics resources.,specs/017-scene-graph-ecs/spec.md:137,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-011,017,FR,FR-011,"System MUST provide light scene data for directional and point-light style inputs, including color, intensity, and range where range is meaningful.",specs/017-scene-graph-ecs/spec.md:138,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-012,017,FR,FR-012,"System MUST provide camera scene data with projection intent, field-of-view or orthographic extent, near/far ranges, and active-camera identification.",specs/017-scene-graph-ecs/spec.md:139,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-013,017,FR,FR-013,"System MUST provide a render-collection flow that gathers renderable mesh instances, lights, and cameras into deterministic per-category summaries; within each category, items MUST be emitted in ascending entity identity order by slot index then generation, unless an explicit optional sort key applies, and entity identity MUST remain the final tie-breaker.",specs/017-scene-graph-ecs/spec.md:140,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-014,017,FR,FR-014,System MUST reject or omit incomplete renderable entities during render collection without preventing valid entities from being collected.,specs/017-scene-graph-ecs/spec.md:141,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-015,017,FR,FR-015,"System MUST keep Application scene ownership separate from Renderer frame planning, RHI resource ownership, and backend graphics API objects.",specs/017-scene-graph-ecs/spec.md:142,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-016,017,FR,FR-016,"System MUST include deterministic validation coverage for entity lifecycle, component operations, hierarchy transforms, invalid operation diagnostics, render collection, and stable ordering.",specs/017-scene-graph-ecs/spec.md:143,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-FR-017,017,FR,FR-017,"System MUST keep v1 scope to one world, basic component storage, transform hierarchy, and render-relevant scene collection; physics, animation, scripting, serialization, editor UI, full archetype query optimization, and multi-world scheduling MUST remain out of scope.",specs/017-scene-graph-ecs/spec.md:144,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-001,017,SC,SC-001,"A developer can create a world, add at least 100 entities, attach supported components, destroy selected entities, and verify valid versus stale handles without crashes.",specs/017-scene-graph-ecs/spec.md:161,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-002,017,SC,SC-002,"100% of covered hierarchy tests produce expected world transforms, topological parent-before-child operation order, root creation ordering, sibling insertion ordering, and cycle-rejection behavior for representative parent-child chains.",specs/017-scene-graph-ecs/spec.md:162,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-003,017,SC,SC-003,"Render collection for a representative scene containing at least 10 mesh entities, 4 lights, and 2 cameras completes with stable accepted/rejected counts and deterministic per-category entity-identity ordering across 20 repeated runs.",specs/017-scene-graph-ecs/spec.md:163,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-004,017,SC,SC-004,"Invalid entity, component, hierarchy, camera, light, and mesh operations complete without corrupting prior valid world state in all covered tests.",specs/017-scene-graph-ecs/spec.md:164,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-005,017,SC,SC-005,A developer can inspect diagnostics for an invalid scene operation and identify the failing entity or component category within one validation step.,specs/017-scene-graph-ecs/spec.md:165,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
017-SC-006,017,SC,SC-006,"The feature behavior is verifiable on Windows, macOS, and Linux through deterministic automated build/test coverage or an explicitly documented temporary validation gap and follow-up task.",specs/017-scene-graph-ecs/spec.md:166,"Source/Application/Public/Application/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.h","Source/Application/Private/{FWorld,FEntity,FEntityHierarchy,FTransformComponent,FMeshComponent,FLightComponent,FCameraComponent,FRenderSystem,FSceneDiagnostics,FSceneRenderSummary}.cpp",Tests/ApplicationSceneEcsTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for ECS handles, components, hierarchy, transforms, render collection, and scene diagnostics."
018-FR-001,018,FR,FR-001,The project MUST provide a standalone demo application that can be built and launched independently from the test executable.,specs/018-triangle-demo-integration/spec.md:116,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-002,018,FR,FR-002,The demo MUST create and own one primary visible window through the existing Application window boundary.,specs/018-triangle-demo-integration/spec.md:117,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-003,018,FR,FR-003,"The visible demo path MUST initialize a real graphics device and presentation path through the established Renderer, RHI, and backend boundaries; it MUST NOT report visible success when only simulated execution occurred.",specs/018-triangle-demo-integration/spec.md:118,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-004,018,FR,FR-004,The demo MUST define exactly one non-degenerate triangle with three vertices and distinguishable per-vertex colors.,specs/018-triangle-demo-integration/spec.md:119,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-005,018,FR,FR-005,"The demo MUST provide the required vertex and fragment processing inputs as repository-owned, reproducible application assets and MUST reject missing, empty, malformed, or incompatible inputs before drawing.",specs/018-triangle-demo-integration/spec.md:120,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-006,018,FR,FR-006,The demo MUST create and populate the graphics resource required to supply triangle vertex data before that resource is used by a draw.,specs/018-triangle-demo-integration/spec.md:121,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-007,018,FR,FR-007,The demo MUST prepare a forward-rendering frame containing one triangle draw and one final presentation output through the existing Renderer and render-graph boundaries.,specs/018-triangle-demo-integration/spec.md:122,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-008,018,FR,FR-008,"The backend execution path MUST translate the prepared frame into an actual render-target transition, render scope, pipeline and vertex-data binding, triangle draw, and presentation-ready transition without exposing backend API objects to Application or Renderer callers.",specs/018-triangle-demo-integration/spec.md:123,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-009,018,FR,FR-009,"Each drawable frame MUST process window/input events and then perform frame acquisition, command preparation, submission, completion coordination, and presentation in a valid deterministic order.",specs/018-triangle-demo-integration/spec.md:124,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-010,018,FR,FR-010,The demo MUST prevent frame resources and presentation images from being reused while prior work that owns them remains incomplete.,specs/018-triangle-demo-integration/spec.md:125,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-011,018,FR,FR-011,The demo MUST react to non-zero window size changes and recoverable stale-presentation conditions by refreshing only the affected presentation-dependent state before rendering resumes.,specs/018-triangle-demo-integration/spec.md:126,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-012,018,FR,FR-012,"While the window is minimized or has zero drawable size, the demo MUST continue processing events and input while skipping draw submission and presentation.",specs/018-triangle-demo-integration/spec.md:127,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-013,018,FR,FR-013,The demo MUST resume rendering after a valid drawable size returns without restarting the process or retaining invalid presentation-dependent resources.,specs/018-triangle-demo-integration/spec.md:128,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-014,018,FR,FR-014,The demo MUST run interactively by default and allow the user to terminate it through the window close action or the project's supported physical keyboard exit action; a separate validation mode MUST accept a configurable positive frame budget and exit automatically with success only after completing that budget without failure.,specs/018-triangle-demo-integration/spec.md:129,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-015,018,FR,FR-015,"Normal exit, partial initialization failure, and non-recoverable frame failure MUST release owned resources in dependency-safe order and produce an unambiguous success or failure result.",specs/018-triangle-demo-integration/spec.md:130,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-016,018,FR,FR-016,"Diagnostics MUST identify the lifecycle stage responsible for initialization, frame, recovery, or shutdown failures without exposing unstable native object addresses as identifiers.",specs/018-triangle-demo-integration/spec.md:131,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-017,018,FR,FR-017,"The feature MUST provide deterministic headless integration coverage for initialization ordering, frame ordering, resize/minimize handling, recoverable and fatal failures, and cleanup when real presentation is unavailable.",specs/018-triangle-demo-integration/spec.md:132,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-018,018,FR,FR-018,"Automated validation MUST build the demo and run applicable deterministic integration coverage on Windows, macOS, and Linux; Feature 018 completion MUST include human-verified real-window triangle presentation on Windows and macOS with a retained screenshot and matching run log for each platform, while Linux CI MUST additionally execute the real Vulkan backend without a window through a CPU software Vulkan device.",specs/018-triangle-demo-integration/spec.md:133,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
018-FR-019,018,FR,FR-019,Validation mode MUST report demo-owned live resource counts and sample process memory after a configurable warm-up interval; successful endurance validation MUST keep steady-state memory growth within a configured platform-aware limit and normal shutdown MUST leave zero demo-owned live resources.,specs/018-triangle-demo-integration/spec.md:134,Demo/StonerDemo/Private/*.h; Source/Backend/Vulkan/Public/VulkanRHI/FVulkanNativeContext.h,Demo/StonerDemo/Private/*.cpp; Source/Backend/Vulkan/Private/FVulkanNativeContext.cpp; .github/scripts/run_triangle_demo_validation.py,Tests/TriangleDemoIntegrationTests.cpp; Tests/VulkanNativeIntegrationTests.cpp; Tests/Main.cpp,"Validation/018/completion.md; Validation/018/{Windows,macOS,Linux}; .github/workflows/ci.yml",FeatureMapped,"Feature-level evidence seed for demo integration, deterministic/native modes, validation monitoring, and visible evidence."
